threshold,true_positive,false_positive,false_negative,true_negative,precision,recall,f1,iou,accuracy
0.28,3036,151120,50725,1433519,0.019694335608085315,0.05647216383623817,0.029203961196054194,0.014818357973653,0.8768035888671875
0.29,2562,135670,51199,1448969,0.018534058683951617,0.04765536355350533,0.02668847301724542,0.013524713484065438,0.8859442138671875
0.3,2269,122694,51492,1461945,0.018157374582876532,0.04220531612135191,0.02539110583917101,0.012858802527556602,0.893685302734375
0.31,2050,111343,51711,1473296,0.018078717381143458,0.038131731180595596,0.024528279311293776,0.012416416319410796,0.900479736328125
0.32,1742,97186,52019,1487453,0.017608765971211388,0.03240267108126709,0.022817622749510443,0.011540474471172001,0.9089324951171875
0.33,1430,77707,52331,1506932,0.0180699293630034,0.026599207604025222,0.021520263660852683,0.01087717163111936,0.920631103515625
0.34,1127,60587,52634,1524052,0.0182616586187899,0.02096315172708841,0.019519376488417405,0.009855878546192326,0.9308953857421876
0.35,904,46251,52857,1538388,0.019170819637366134,0.01681516340841874,0.0179158904435372,0.009038915330160381,0.93950927734375
0.36,626,30165,53135,1554474,0.02033061608911695,0.011644128643440412,0.014807455766865362,0.007458951933846484,0.94915771484375
0.37,392,20502,53369,1564137,0.0187613668995884,0.007291531035509012,0.010501640881387718,0.005278537091149025,0.9549127197265626
0.38,275,18798,53486,1565841,0.014418287631730718,0.005115232231543312,0.007551418293654063,0.003790019156824102,0.95588134765625
0.39,224,16561,53537,1568078,0.013345248733988681,0.004166589163148007,0.006350466362373487,0.0031853474019510252,0.957215576171875
0.4,194,13432,53567,1571207,0.014237487156905915,0.003608563828797827,0.005757787110273495,0.0028872055124789784,0.9591070556640625
0.41,125,7256,53636,1577383,0.016935374610486383,0.0023251055597924147,0.00408884236694907,0.002048609403936608,0.96283447265625
0.42,100,6490,53661,1578149,0.015174506828528073,0.0018600844478339317,0.00331394674487581,0.001659723490066555,0.9632867431640625
0.43,77,5848,53684,1578791,0.0129957805907173,0.0014322650248321273,0.002580169553999263,0.0012917512456172725,0.96366455078125
0.44,14,1711,53747,1582928,0.008115942028985508,0.00026041182269675046,0.0005046317990123635,0.0002523795788866455,0.966151123046875
0.45,0,139,53761,1584500,0.0,0.0,0.0,0.0,0.96710205078125
0.46,0,14,53761,1584625,0.0,0.0,0.0,0.0,0.9671783447265625
0.47,0,0,53761,1584639,0.0,0.0,0.0,0.0,0.9671868896484375
0.48,0,0,53761,1584639,0.0,0.0,0.0,0.0,0.9671868896484375
0.49,0,0,53761,1584639,0.0,0.0,0.0,0.0,0.9671868896484375
0.5,0,0,53761,1584639,0.0,0.0,0.0,0.0,0.9671868896484375
0.51,0,0,53761,1584639,0.0,0.0,0.0,0.0,0.9671868896484375
0.52,0,0,53761,1584639,0.0,0.0,0.0,0.0,0.9671868896484375
0.53,0,0,53761,1584639,0.0,0.0,0.0,0.0,0.9671868896484375
0.54,0,0,53761,1584639,0.0,0.0,0.0,0.0,0.9671868896484375
0.55,0,0,53761,1584639,0.0,0.0,0.0,0.0,0.9671868896484375
0.56,0,0,53761,1584639,0.0,0.0,0.0,0.0,0.9671868896484375
0.57,0,0,53761,1584639,0.0,0.0,0.0,0.0,0.9671868896484375
0.58,0,0,53761,1584639,0.0,0.0,0.0,0.0,0.9671868896484375
0.59,0,0,53761,1584639,0.0,0.0,0.0,0.0,0.9671868896484375
0.6,0,0,53761,1584639,0.0,0.0,0.0,0.0,0.9671868896484375
0.61,0,0,53761,1584639,0.0,0.0,0.0,0.0,0.9671868896484375
0.62,0,0,53761,1584639,0.0,0.0,0.0,0.0,0.9671868896484375
0.63,0,0,53761,1584639,0.0,0.0,0.0,0.0,0.9671868896484375
0.64,0,0,53761,1584639,0.0,0.0,0.0,0.0,0.9671868896484375
0.65,0,0,53761,1584639,0.0,0.0,0.0,0.0,0.9671868896484375
0.66,0,0,53761,1584639,0.0,0.0,0.0,0.0,0.9671868896484375
0.67,0,0,53761,1584639,0.0,0.0,0.0,0.0,0.9671868896484375
0.68,0,0,53761,1584639,0.0,0.0,0.0,0.0,0.9671868896484375
0.69,0,0,53761,1584639,0.0,0.0,0.0,0.0,0.9671868896484375
0.7,0,0,53761,1584639,0.0,0.0,0.0,0.0,0.9671868896484375
0.71,0,0,53761,1584639,0.0,0.0,0.0,0.0,0.9671868896484375
0.72,0,0,53761,1584639,0.0,0.0,0.0,0.0,0.9671868896484375
0.73,0,0,53761,1584639,0.0,0.0,0.0,0.0,0.9671868896484375
0.74,0,0,53761,1584639,0.0,0.0,0.0,0.0,0.9671868896484375
0.75,0,0,53761,1584639,0.0,0.0,0.0,0.0,0.9671868896484375
0.76,0,0,53761,1584639,0.0,0.0,0.0,0.0,0.9671868896484375
0.77,0,0,53761,1584639,0.0,0.0,0.0,0.0,0.9671868896484375
0.78,0,0,53761,1584639,0.0,0.0,0.0,0.0,0.9671868896484375
0.79,0,0,53761,1584639,0.0,0.0,0.0,0.0,0.9671868896484375
0.8,0,0,53761,1584639,0.0,0.0,0.0,0.0,0.9671868896484375
0.81,0,0,53761,1584639,0.0,0.0,0.0,0.0,0.9671868896484375
0.82,0,0,53761,1584639,0.0,0.0,0.0,0.0,0.9671868896484375
0.83,0,0,53761,1584639,0.0,0.0,0.0,0.0,0.9671868896484375
0.84,0,0,53761,1584639,0.0,0.0,0.0,0.0,0.9671868896484375
0.85,0,0,53761,1584639,0.0,0.0,0.0,0.0,0.9671868896484375
0.86,0,0,53761,1584639,0.0,0.0,0.0,0.0,0.9671868896484375
0.87,0,0,53761,1584639,0.0,0.0,0.0,0.0,0.9671868896484375
0.88,0,0,53761,1584639,0.0,0.0,0.0,0.0,0.9671868896484375
0.89,0,0,53761,1584639,0.0,0.0,0.0,0.0,0.9671868896484375
0.9,0,0,53761,1584639,0.0,0.0,0.0,0.0,0.9671868896484375
0.91,0,0,53761,1584639,0.0,0.0,0.0,0.0,0.9671868896484375
0.92,0,0,53761,1584639,0.0,0.0,0.0,0.0,0.9671868896484375
0.93,0,0,53761,1584639,0.0,0.0,0.0,0.0,0.9671868896484375
0.94,0,0,53761,1584639,0.0,0.0,0.0,0.0,0.9671868896484375
0.95,0,0,53761,1584639,0.0,0.0,0.0,0.0,0.9671868896484375
0.96,0,0,53761,1584639,0.0,0.0,0.0,0.0,0.9671868896484375
0.97,0,0,53761,1584639,0.0,0.0,0.0,0.0,0.9671868896484375
0.98,0,0,53761,1584639,0.0,0.0,0.0,0.0,0.9671868896484375
0.99,0,0,53761,1584639,0.0,0.0,0.0,0.0,0.9671868896484375
